name,description,specializations,expertises,premierPartner,initiatives,products,regions
Pipernet,"We are a team of professional developers who can design, implement and operate complex software systems. We have ...",,"Custom-built app migration, Open Source Databases with Google Cloud, Google Cloud Analytics, Data Warehouse Modernization, Streaming Data Analytics, Advertising & Marketing, Data processing, Data integrations, Google Cloud Databases, Google Cloud Networking, Build with Google, Marketing technology",False,,Google Cloud Platform,NA_REGION
Maroc Cloud,"En tant que partenaire de référence Google Cloud, Maroc Cloud conseille et supporte les entreprises et les administrations dans leur ...",,Government,False,,"Google Workspace, Chrome, Google Workspace for Education, Google Cloud Platform",EMEA_REGION
C­-Learning Limited,"C-Learning is a Cloud Learning solutions, training and services business providing services to schools, colleges and universities across the UK &amp; ...",,Education,False,Google for Education Integrated Solutions,"Google Workspace, Chrome, Google Workspace for Education","GLOBAL_REGION, EMEA_REGION"
Wunderman Nordic,"We are a digital leader focused on developing advanced marketing solutions for some of the most admired brands within sport, fashion, FMCG ...",Marketing Analytics - Services,"Data processing, Google Cloud Analytics, Looker Delivery Verification Training, Data integrations, Industrial Goods & Manufacturing, Google Cloud ML & ML APIs, Google Cloud Databases, Visual intelligence, Marketing science, Consumer Packaged Goods",False,,"Google Cloud Platform, Google Workspace, Chrome","EMEA_REGION, GLOBAL_REGION, NA_REGION"
SoftwareONE Deutschland GmbH,SoftwareONEs 3000+ Technologieberater helfen Kunden in 145 Ländern ihre Softwareausgaben zu optimieren. Mit der ...,,,False,,"Google Workspace, Chrome, Google Cloud Platform",EMEA_REGION
E Technology Computer Resources Sdn. Bhd.,More than 20 years in system integrations and solutions focusing in IT infrastructure and now bringing that experience to Google Cloud ...,,,False,,"Chrome, Google Cloud Platform, Google Workspace for Education, Google Workspace",APAC_REGION
GTrusty Cloud Private Limited,". ... Industries: Consumer Packaged Goods, Education, Financial Services, Other, Automotive, Business &amp; Professional Services, Electrical &amp; ...",,,False,,"Google Workspace, Chrome, Google Cloud Platform, Google Workspace for Education",APAC_REGION
Seiloc Enterprise Solutions,Seiloc is a cloud integrator and service provider delivering its own proprietary solutions and partnering with significant players/vendors in cloud and ...,,,False,Cloud Search,"Google Workspace, Professional Services Organization, Chrome, Google Cloud Platform, Google Workspace for Education",EMEA_REGION
Telia,"We&#39;re Telia Company, the new generation telco. Our approximately 20,800 talented colleagues serve millions of customers ...",,,False,ISV Solution Connect,"Chrome, Google Cloud Platform, Google Workspace, Google Workspace for Education","EMEA_REGION, GLOBAL_REGION"
Plesk,"Plesk is the leading WebOps platform and webhosting control panel to build, secure and run applications, websites and hosting businesses ...",,,False,,"Google Workspace, Google Cloud Platform, Chrome","EMEA_REGION, GLOBAL_REGION"
Virtus Technology Indonesia P.T.,"Founded in 2007 and now part of the CTI Group, Virtus delivers a comprehensive portfolio of IT infrastructure solution products as well as ...",,,False,,"Google Workspace, Google Maps Platform, Chrome, Google Cloud Platform",APAC_REGION
Techedge Spain,"At Techedge, our mission is to help organizations evolve into true digital companies through short iterative cycles of business-driven innovation ...",SAP on Google Cloud - Services,,False,,Google Cloud Platform,"EMEA_REGION, GLOBAL_REGION"
Binx.io,Transform your organization by refactoring applications and by implementing a way of working focused on delivering value ...,Work Transformation - Enterprise,,False,,"Google Cloud Training, Google Cloud Platform, Professional Services Organization","EMEA_REGION, GLOBAL_REGION"
Sabre,"Sabre is the global leader in travel technology. ... Together, we make travel happen ... Attachment Name: Sabre and Google ...",,,False,ISV Solution Connect,Google Cloud Platform,"GLOBAL_REGION, APAC_REGION, NA_REGION, LATAM_REGION"
Gateway Group,Gateway Group is a mid-sized Global ICT company with its onground presence across 16 countries serving our customers globally for over 2 ...,,,False,,Google Cloud Platform,GLOBAL_REGION
"Serverless Solutions, LLC","Serverless-Solutions is a strategic Google Cloud partner and professional services company, focused on the client&#39;s entire cloud journey, from ...",,,False,,Google Cloud Platform,NA_REGION
Observian,"Observian is a cloud services and software delivery company. That might sound over-simplified, but it&#39;s cleaner than a long list of descriptors ...",,,False,,"Google Cloud Platform, Google Workspace","GLOBAL_REGION, NA_REGION"
Datatonic Academy,"Datatonic Academy is the dedicated training arm of Datatonic, Google Cloud&#39;s 4X Partner of the Year. Our world-class expertise ...",,,False,,"Google Cloud Platform, Google Cloud Training","GLOBAL_REGION, EMEA_REGION"
GLOBAL DISTRIBUIÇÃO DE BENS DE CONSUMO LTDA,"Somos a HT Solutions, uma empresa do Grupo Herval, especializada no delivery de soluções de TI. ... Case Study: Município ...",,,False,,"Chrome, Google Workspace for Education, Google Workspace","LATAM_REGION, GLOBAL_REGION"
#1,﻿A Golden atua no mercado de distribuição de suprimentos de informática desde 1990. Nestes 30 anos consagrou-se como ...,,,False,Distribution,"Chrome, Google Workspace for Education, Google Workspace","LATAM_REGION, GLOBAL_REGION"
Atea SIA,"Atea is the leading supplier of IT infrastructure in the Nordic and Baltic regions. Atea is present in 84 cities with over 7,000 ...",,,False,,"Chrome, Google Workspace, Google Workspace for Education","EMEA_REGION, GLOBAL_REGION"
Axiata Business Services Sdn Bhd,"As one of the leading telecommunications groups in Asia in pursuit of a vision to be the New Generation Digital Champion by 2022, Axiata has ...",,,False,,"Google Workspace, Google Cloud Platform, Google Workspace for Education","APAC_REGION, GLOBAL_REGION"
Telekom Deutschland GmbH,"in preparation. ... Industries: Consumer Packaged Goods, Education, Financial Services, Other, Advertising &amp; Marketing ...",,,False,,"Google Cloud Platform, Google Workspace","GLOBAL_REGION, EMEA_REGION"
Elisa Oyj,"Elisa is a Finnish market leader in telecommunications and digital services. With digitalization, we&#39;re providing solutions ...",,,False,,"Chrome, Google Workspace, Google Cloud Platform","EMEA_REGION, GLOBAL_REGION"
Claro,"Somos uma das empresas mais inovadoras e respeitadas no Brasil. Nosso portfólio é completo, pois oferecemos aos nossos ...",,,False,,"Google Cloud Platform, Google Workspace","LATAM_REGION, GLOBAL_REGION"
PS Global Services Sdn Bhd,,,,False,Actifio Initiative,"Google Workspace, Google Cloud Platform",GLOBAL_REGION
Crayon DMCC,"Crayon helps its customers build the commercial and technical foundation for a successful and secure cloud-first, digital transformation journey ...",,,False,,"Google Workspace, Google Cloud Platform","EMEA_REGION, GLOBAL_REGION"
SND,"A SND é um distribuidor de tecnologia, presente a 34 anos no Brasil. Somos parceiros oficiais Google for Education e ...",,,False,Distribution,"Chrome, Google Workspace for Education, Google Workspace","GLOBAL_REGION, LATAM_REGION"
CloudNow (by Yael Group),Cloud professional trusted advisors to support your move to the cloud and your every need while in the cloud. We provide ...,,,False,"Cloud Search, Services Partner Referral Offer","Professional Services Organization, Google Cloud Platform","EMEA_REGION, GLOBAL_REGION"
Productive Business Solutions (Costa Rica) S.A.,"With a wide range of services, PBS bundles the best professionals with top-of-the-line products to provide tailor-made systems and tools for ...",,,False,,"Google Workspace, Google Workspace for Education, Google Cloud Platform","LATAM_REGION, GLOBAL_REGION"
ieducando Colombia,* Despliegue. * Infraestructura. * Formación y adopción tecnológica para maestros. * Dispositivos. * Talleres especializados ...,,,False,,"Google Workspace for Education, Google Workspace, Chrome","LATAM_REGION, GLOBAL_REGION"
everis,"everis is an NTT DATA Company, dedicated to consulting and outsourcing in all sectors, with a turnover of 1.03 billion Euro in the last financial year ...",,,False,,"Google Cloud Platform, Google Cloud Training","GLOBAL_REGION, LATAM_REGION"
Dell Technologies,Dell Technologies supporting G Suite for the United States. Please contact: Get.GCP@dell.com for any questions. ... Industries ...,,,False,,"Google Workspace, Chrome, Google Workspace for Education","GLOBAL_REGION, NA_REGION"
Calriz,The Calriz Corporation (calriz.com) company was built to provide an amazing Information Technology experience to our customers in Americas ...,,,False,,"Google Cloud Platform, Google Workspace, Chrome","NA_REGION, GLOBAL_REGION"
Stepwise,Stepwise is a cloud-native and data oriented custom software development company based in Warsaw. Since 2016 we ...,,"Google Cloud App Dev & Monitoring, Google Cloud Analytics, Google Cloud Compute, Google Cloud Databases, Google Cloud ML & ML APIs, Financial Services, Industrial Goods & Manufacturing, Telecommunications, Data Lake Modernization, Data integrations, Streaming Data Analytics, Cloud Native Application Development, Vertex AI",False,,Google Cloud Platform,EMEA_REGION
Delivering the Future!,"Driving business transformation, delivering innovative Location Intelligence solutions. Formed by an executive team with ...",,"Google Maps Platform, Government, Google Cloud Compute",False,,"Google Maps Platform, Google Cloud Platform","EMEA_REGION, GLOBAL_REGION"
Wondersys Srl,"Wondersys is the right technology partner if you search dedicated IT solutions, an overall support tailored on your needs and innovative, secure ...",,"Supply Chain & Logistics, Financial Services",False,,"Google Workspace, Google Cloud Platform",EMEA_REGION
Sigmoid,"Sigmoid enables business transformation using data and analytics, leveraging real-time decisions through insights, by building modern data ...",Data Analytics - Services,"Google Cloud Analytics, Data Warehouse Modernization, Consumer Packaged Goods, Data integrations, Marketing science, Advertising & Marketing, Predictive maintenance, Industrial Goods & Manufacturing, Data processing, Open Source Technology, Remote monitoring, Data Lake Modernization",False,,Google Cloud Platform,"EMEA_REGION, NA_REGION"
